benchmark,time,runs,noReload,workers,isolation,sites,engine,initialOpsPerStructure,itemsPerStructure,operation,rt,tps,ct,ar,rtP95
micro,60,3,false,1,RC,1,pg_crdt,128,781,total,0.004855,205.810,11115,0.000000,0.007391
micro,60,3,false,1,RC,1,pg_crdt,128,781,mapValue,0.002885,103.917,5612,0.000000,0.003250
micro,60,3,false,1,RC,1,pg_crdt,128,781,setRmv,NaN,0.000,0,NaN,NaN
micro,60,3,false,1,RC,1,pg_crdt,128,781,listGet,NaN,0.000,0,NaN,NaN
micro,60,3,false,1,RC,1,pg_crdt,128,781,mapRmv,NaN,0.000,0,NaN,NaN
micro,60,3,false,1,RC,1,pg_crdt,128,781,registerGet,NaN,0.000,0,NaN,NaN
micro,60,3,false,1,RC,1,pg_crdt,128,781,mapAdd,0.006864,101.893,5503,0.000000,0.007549
micro,60,3,false,1,RC,1,pg_crdt,128,781,counterInc,NaN,0.000,0,NaN,NaN
micro,60,3,false,1,RC,1,pg_crdt,128,781,counterDec,NaN,0.000,0,NaN,NaN
micro,60,3,false,1,RC,1,pg_crdt,128,781,listGetAt,NaN,0.000,0,NaN,NaN
micro,60,3,false,1,RC,1,pg_crdt,128,781,setAdd,NaN,0.000,0,NaN,NaN
micro,60,3,false,1,RC,1,pg_crdt,128,781,mapGet,NaN,0.000,0,NaN,NaN
micro,60,3,false,1,RC,1,pg_crdt,128,781,listPrepend,NaN,0.000,0,NaN,NaN
micro,60,3,false,1,RC,1,pg_crdt,128,781,counterGet,NaN,0.000,0,NaN,NaN
micro,60,3,false,1,RC,1,pg_crdt,128,781,listAdd,NaN,0.000,0,NaN,NaN
micro,60,3,false,1,RC,1,pg_crdt,128,781,registerSet,NaN,0.000,0,NaN,NaN
micro,60,3,false,1,RC,1,pg_crdt,128,781,setGet,NaN,0.000,0,NaN,NaN
